27, [' init'], [' test'], [' init'], [' print'], [' get'], [' get'], [' init'], [' init'], [' init'], [' get'], [' init'], [' init'], [' get'], [' get'], [' init'], [' init'], init
28, [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], proxyval
29, [' build'], [' init'], [' init'], [' init'], [' build'], [' build'], [' build'], [' build'], [' init'], [' build'], [' init'], [' init'], [' init'], [' build'], [' init'], [' build'], init
30, [' get'], [' import'], [' import'], [' import'], [' import'], [' import'], [' import'], [' import'], [' get'], [' import'], [' get'], [' import'], [' import'], [' import'], [' import'], [' import'], tryimport
31, [' get_parser'], [' add'], [' get_parser'], [' get_parser'], [' get_parser'], [' get_parser'], [' get_parser'], [' get_parser'], [' get_parser'], [' add'], [' get_parser'], [' get_parser'], [' get_parser'], [' get_parser'], [' get_parser'], [' get_parser'], get_parser
32, [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], create
33, [' tear_down'], [' test'], [' tear_down'], [' tear_down'], [' tear_down'], [' tear_down'], [' tear_down'], [' tear_down'], [' tear_down'], [' test'], [' tear_down'], [' tear_down'], [' tear_down'], [' tear_down'], [' tear_down'], [' tear_down'], tear_down
34, [' get_size'], [' print'], [' save'], [' save'], [' get_size'], [' get_image_dimensions'], [' save'], [' save'], [' get_size'], [' print'], [' save'], [' save'], [' get_size'], [' get_size'], [' save'], [' save'], save
35, [' repr'], [' print'], [' repr'], [' repr'], [' repr'], [' repr'], [' repr'], [' repr'], [' repr'], [' print'], [' repr'], [' repr'], [' repr'], [' repr'], [' repr'], [' repr'], repr
36, [' getitem'], [' get'], [' getitem'], [' get'], [' getitem'], [' get'], [' getitem'], [' get'], [' getitem'], [' get'], [' getitem'], [' get'], [' getitem'], [' get'], [' getitem'], [' get'], propgetbottomleft
37, [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], create
38, [' init'], [' test'], [' connect'], [' init'], [' connect'], [' connect'], [' connect'], [' init'], [' init'], [' init'], [' connect'], [' init'], [' connect'], [' connect'], [' connect'], [' init'], init
39, [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], init
40, [' parse'], [' test'], [' parse'], [' test_parsestreamserverinet'], [' parse'], [' parse'], [' test_parsestreamserverinet'], [' test_parsestreamserverinet'], [' parse'], [' parse'], [' parse'], [' test_parsestreamserverinet'], [' parse'], [' parse'], [' parse'], [' parse'], test_parsestreamserverinet
41, [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], create
42, [' test_i0'], [' test_i0'], [' test_i0'], [' test_i0'], [' test_i0'], [' test_i0'], [' test_i0'], [' test_i0'], [' test_i0'], [' test_i0'], [' test_i0'], [' test_i0'], [' test_i0'], [' test_i0'], [' test_i0'], [' test_i0'], test_i0
43, [' itersubclasses'], [' itersubclasses\n\nThe code defines an itersubclasses function that recursively yields all subclasses of a given class. It uses a seen set to avoid yielding duplicate'], [' itersubclasses'], [' itersubclasses'], [' itersubclasses'], [' itersubclasses'], [' itersubclasses'], [' itersubclasses'], [' itersubclasses'], [' itersubclasses'], [' itersubclasses'], [' itersubclasses'], [' itersubclasses'], [' itersubclasses'], [' itersubclasses'], [' itersubclasses'], itersubclasses
44, [' repr'], [' repr'], [' repr'], [' repr'], [' repr'], [' repr'], [' repr'], [' repr'], [' repr'], [' repr'], [' repr'], [' repr'], [' repr'], [' repr'], [' repr'], [' repr'], repr
45, [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], get
46, [' setattr'], [' setattr'], [' setattr'], [' setattr'], [' setattr'], [' setattr'], [' setattr'], [' setattr'], [' setattr'], [' set'], [' setattr'], [' setattr'], [' setattr'], [' setattr'], [' setattr'], [' setattr'], init
47, [' setup'], [' print'], [' init'], [' init'], [' init'], [' start'], [' init'], [' init'], [' init'], [' print'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], set_up
48, [' parse'], [' parse'], [' parse'], [' test_postprocessor'], [' parse'], [' parse'], [' parse'], [' test_postprocessor'], [' parse'], [' test'], [' parse'], [' test_postprocessor'], [' parse'], [' parse'], [' parse'], [' postprocessor'], test_postprocessor
49, [' setup'], [' setup'], [' setup'], [' setup'], [' setup'], [' setup'], [' setup'], [' setup'], [' setup'], [' setup'], [' setup'], [' setup'], [' setup'], [' setup'], [' setup'], [' setup'], set_up_class
50, [' update'], [' update'], [' update'], [' update'], [' update'], [' update'], [' update'], [' update'], [' update'], [' update'], [' update'], [' update'], [' update'], [' update'], [' update'], [' update'], forwards
51, [' get'], [' get_additional_model_predictions\n\nThe given code snippet appears to be implementing a method that gets additional model predictions. The key aspects that point to this'], [' get'], [' get'], [' predict'], [' get_additional_model_predictions'], [' predict'], [' get_additional_model_predictions'], [' get\n\nThe code is getting some coefficients, data from a cache dictionary, doing some calculations with them, and returning a result. The key action is getting'], [" Based on the code snippet, I think the best summarizing word is 'predict'. The code seems to be doing some math/calculations to generate a prediction"], [' get'], [' get'], [' predict'], [' get'], [' get_additional_model_predictions'], [' get_additional_model_predictions'], calculate_model_predictions
52, [' parse'], [' test'], [' parsedate'], [' test_parsedate3'], [' parsedate'], [' parsedate'], [' parsedate'], [' parse'], [' parse'], [' test'], [' parsedate'], [' test'], [' parsedate'], [' parse'], [' parsedate'], [' parse'], test_parsedate3
53, [' vstack'], [' concat'], [' vstack'], [' vstack'], [' vstack'], [' vstack'], [' vstack'], [' vstack'], [' vstack'], [' concat'], [' vstack'], [' vstack'], [' vstack'], [' concatenate'], [' vstack'], [' vstack'], vstack
54, [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], init
55, [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], get_outputlocation
56, [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], init
57, [' build_attributes'], [' print'], [' build_attributes'], [' build_attributes'], [' build_attributes'], [' build_attributes'], [' build_attributes'], [' build_attributes'], [' build_attributes'], [' build_attributes'], [' build_attributes'], [' build_attributes'], [' build_attributes'], [' build_attributes'], [' build_attributes'], [' build_attributes'], build_attributes
58, [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], create
59, [' get'], [' predict'], [' predict'], [' predict'], [' predict'], [' get_additional_model_predictions'], [' get_additional_model_predictions'], [' predict'], [' get'], [' get'], [' predict'], [' predict'], [' get'], [' get_additional_model_predictions'], [' get'], [' get'], calculate_model_predictions
60, [' add'], [' init'], [' init'], [' run'], [' add'], [' init'], [' init'], [' init'], [" I don't know"], [" I don't know"], [' init'], [" I don't know"], [' add'], [' add'], [' init'], [' init'], init
61, [' delete'], [' delete'], [' delete'], [' delete'], [' delete'], [' delete'], [' delete'], [' delete'], [' delete'], [' delete'], [' delete'], [' delete'], [' delete'], [' delete'], [' delete'], [' delete'], delete
62, [' init'], [' get'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' get'], [' init'], [' init'], [' get'], [' init'], [' init'], [' init'], set_up
63, [' get_confidence'], [' get_confidence'], [' get_confidence'], [' get_confidence'], [' get_confidence'], [' get_confidence'], [' get_confidence'], [' get_confidence'], [' get_confidence'], [' get_confidence'], [' get_confidence'], [' get_confidence'], [' get_confidence'], [' get_confidence'], [' get_confidence'], [' get_confidence'], get_confidence
64, [' eq'], [' test_ironpython'], [' eq'], [' test_ironpython'], [' eq'], [' test_ironpython'], [' eq'], [' eq'], [' eq'], [' test_ironpython'], [' eq'], [' test_is_ironpython'], [' eq'], [' test_ironpython'], [' eq'], [' eq'], is_ironpython
65, [' init'], [' delete'], [' init'], [' delete'], [' init'], [' delete'], [' init'], [' delete'], [' init'], [' delete'], [' init'], [' delete'], [' init'], [' delete'], [' init'], [' delete'], init
66, [' get'], [' getattr'], [' get'], [' getattr'], [' get'], [' getattr'], [' getattr'], [' getattr'], [' get'], [' get'], [' get'], [' getattr'], [' get'], [' getattr'], [' get'], [' getattr'], getattr
67, [' init'], [' init'], [' init'], [' reservoir'], [' init'], [' init'], [' init'], [' reservoir'], [' init'], [' init'], [' init'], [" I don't know"], [' init'], [' init'], [' init'], [' init'], init
68, [' defaultdict'], [' get'], [' init'], [' init'], [' defaultdict'], [' defaultdict'], [' defaultdict'], [' init'], [' init'], [' print'], [' init'], [' init'], [' init'], [' defaultdict'], [' defaultdict'], [' init'], init
69, [' repr'], [' repr'], [' repr'], [' repr'], [' str'], [' str'], [' repr'], [' repr'], [' repr'], [' print'], [' repr'], [' repr'], [' str'], [' str'], [' repr'], [' repr'], str
70, [' connect'], [' connect'], [' connect'], [' connect'], [' connect'], [' connect'], [' connect'], [' connect'], [' connect'], [' connect'], [' connect'], [' connect'], [' connect'], [' connect'], [' init'], [' init'], set_up
71, [' add'], [' add'], [' add'], [' add'], [' add'], [' add'], [' add'], [' add'], [' add'], [' add'], [' add'], [' add'], [' add'], [' add'], [' add'], [' add'], forwards
72, [' write'], [' write'], [' write'], [' write'], [' write'], [' write'], [' write'], [' write'], [' write'], [' write'], [' write'], [' write'], [' write'], [' write'], [' write'], [' write'], write
73, [' init'], [' init'], [' init'], [' save'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' save'], [' init'], [' init'], [' init'], [' init'], init
74, [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], init
75, [' uninstall'], [' uninstall'], [' uninstall'], [' uninstall'], [' require'], [' uninstall'], [' uninstall'], [' uninstall'], [' uninstall'], [' uninstall'], [' uninstall'], [' uninstall'], [' require'], [' uninstall'], [' uninstall'], [' uninstall'], nopackage
76, [' write'], [' write'], [' write'], [' write'], [' put'], [' put'], [' put'], [' write'], [' write'], [' write'], [' write'], [' write'], [' put'], [' put'], [' write'], [' put'], output_unchecked
77, [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], create
78, [' set_up'], [' init'], [' init'], [' init'], [' set_up'], [' set_up'], [' set_up'], [' set_up'], [' init'], [' set_up'], [' init'], [' set_up'], [' set_up'], [' set_up'], [' init'], [' set_up'], init
79, [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], init
80, [' get'], [' print'], [' get'], [' get'], [' get'], [' inet'], [' getpeername'], [' getpeername'], [' get'], [' print'], [' get'], [' getpeername'], [' get'], [' get'], [' getpeeraddr'], [' getpeername'], hashret
81, [' test_installtasks'], [' test_installtasks'], [' test_installtasks'], [' test_installtasks'], [' test_installtasks'], [' test_installtasks'], [' test_installtasks'], [' test_installtasks'], [' test_installtasks'], [' test_installtasks'], [' test_installtasks'], [' test_installtasks'], [' test_installtasks'], [' test'], [' test_installtasks'], [' test_installtasks'], test_installtasks
82, [' get'], [' parse'], [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], [" I don't know"], [' get'], [' get'], [' get'], [" I don't know"], init
83, [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], create
84, [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], get_paytype
85, [' validate'], [' set_up'], [' init'], [' init'], [' set_up'], [' raise'], [' add'], [' init'], [' raise'], [' set_up'], [' init'], [' init'], [' set_up'], [' raise'], [' add'], [' set_up'], init
86, [' test'], [' test'], [' test'], [' test'], [' test_func1'], [' test'], [' test'], [' test'], [' test'], [' test'], [' test'], [' test'], [' get'], [' test'], [' test'], [' assert'], test_func1
87, [' set_up'], [' setattr'], [' init'], [' setattr'], [' setattr'], [' setattr'], [' init'], [' setattr'], [' init'], [' setattr'], [' init'], [' setattr'], [' init'], [' setattr'], [' init'], [' setattr'], init
88, [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], init
89, [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], get
90, [' streamline'], [' streamline'], [' streamline'], [' streamline'], [' streamline'], [' streamline'], [' streamline'], [' streamline'], [' streamline'], [' streamline'], [' streamline'], [' streamline'], [' streamline'], [' streamline'], [' streamline'], [' streamline'], streamline
91, [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], init
92, [' test_i0e'], [' test_i0e'], [' test_i0e'], [' test_i0e'], [' test_i0e'], [' test_i0e'], [' test_i0e'], [' test_i0e'], [' test_i0e'], [' test_i0e'], [' test_i0e'], [' test_i0e'], [' test_i0e'], [' test_i0e'], [' test_i0e'], [' test_i0e'], test_i0e
93, [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], get_scheduledaction3
94, [' add'], [' init'], [' init'], [' facet'], [' facet'], [' facet_wrap'], [' init'], [' init'], [' init'], [' init'], [' init'], [' facet'], [' init'], [' init'], [' init'], [' init'], init
95, [' equals'], [' call'], [' equals'], [' equals'], [' equals'], [' call'], [' equals'], [' equals'], [' call'], [' call'], [' equals'], [' equals'], [' equals'], [' call'], [' equals'], [' equals'], eq
96, [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], set_up
97, [' init'], [' test\n\nThe code snippet appears to be testing the initialization, setting, and getting of parameters of a neural network model. The key aspects are:'], [' test_setparameters'], [' init'], [' test_setparameters'], [' init'], [' init'], [' init'], [' test'], [' init'], [' test_setparameters'], [' init'], [' get_parameters'], [' initialize'], [' init'], [' init'], test_setlayerparamsdict
98, [' test_gammaincc'], [' test'], [' test_gammaincc'], [' test_gammaincc'], [' test_gammaincc'], [' test_gammaincc'], [' test_gammaincc'], [' test_gammaincc'], [' test_gammaincc'], [' test_gammaincc'], [' test_gammaincc'], [' test_gammaincc'], [' test_gammaincc'], [' test_gammaincc'], [' test_gammaincc'], [' test_gammaincc'], test_gammaincc
99, [' equals'], [' equals'], [' equals'], [' eq'], [' equals'], [' equals'], [' equals'], [' equals'], [' equals'], [' equals'], [' equals'], [' equals'], [' equals'], [' equals'], [' equals'], [' eq'], eq
100, [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], create
101, [' test_finishedwitherrorwheninitial'], [' test_write'], [' test_finishedwitherrorwheninitial'], [' init'], [' test_finishedwitherrorwheninitial'], [' init'], [' raise'], [' init'], [' test_finishedwitherrorwheninitial'], [' test_write'], [' test_finishedwitherrorwheninitial'], [' init'], [' raise'], [' init'], [' raise'], [' init'], run
102, [' delete'], [' delete'], [' delete'], [' delete'], [' delete'], [' delete'], [' delete'], [' delete'], [' delete'], [' delete'], [' delete'], [' delete'], [' delete'], [' delete'], [' delete'], [' delete'], backwards
103, [' setattr'], [' init'], [' init'], [' init'], [' init'], [' get'], [' init'], [' init'], [' init'], [' init'], [' init'], [' convert'], [' setattr'], [' get'], [' init'], [' init'], init
104, [' setup'], [' test'], [' setup'], [' setup'], [' setattr'], [' setup'], [' setup'], [' setup'], [' setup'], [' setup'], [' setup'], [' setup'], [' setattr'], [' setup'], [' setup'], [' setup'], set_up
105, [' test_todos'], [' test_todos'], [' test_todos'], [' get'], [' get'], [' get'], [' get'], [' get'], [' test_todos'], [' test_todos'], [' get'], [' get'], [' get'], [' get'], [' get'], [' get'], test_todos
106, [' nopackage'], [' get'], [' nopackage'], [' nopackage'], [' nopackage'], [' get'], [' return'], [' return'], [' nopackage'], [' get'], [' return'], [' return'], [' return'], [' get'], [' return'], [' return'], update
107, [' test'], [' test'], [' test'], [' test'], [' get'], [' get'], [' get'], [' get'], [' get'], [' print'], [' get'], [' test'], [' get'], [' get'], [' get'], [' get'], set_up
108, [' test_voided'], [' test_voided'], [' test_voided'], [' test_voided'], [' test_voided'], [' test_voided'], [' test_voided'], [' test_voided'], [' test_voided'], [' test_voided'], [' test_voided'], [' test_voided'], [' test_voided'], [' test_voided'], [' test_voided'], [' test_voided'], test_voided
109, [' setup'], [' get'], [' init'], [' setup'], [' init'], [' getcwd'], [' getcwd'], [' getcwd'], [' init'], [' get'], [' init'], [' getcwd'], [' init'], [' getcwd'], [' getcwd'], [' getcwd'], init
110, [' get'], [' test'], [' init'], [' init'], [' get'], [' init'], [' init'], [' init'], [' get'], [' test'], [' init'], [' init'], [' get'], [' init'], [' init'], [' init'], init
111, [' setup'], [' setup'], [' setup'], [' setup'], [' setup'], [' setup'], [' setup'], [' setup'], [' setup'], [' setup'], [' setup'], [' setup'], [' setup'], [' setup'], [' setup'], [' setup'], set_up
112, [' append'], [' render'], [' render'], [' render'], [' append'], [' walkabout'], [' walkabout'], [' visit_hlist'], [' render'], [' render'], [' render'], [' walkabout'], [' append'], [' append'], [' append'], [' visit_hlist'], visit_hlist
113, [' remove'], [' remove'], [' remove'], [' remove'], [' remove'], [' remove'], [' remove'], [' remove'], [' remove'], [' remove'], [' remove'], [' remove'], [' remove'], [' remove'], [' remove'], [' remove'], remove
114, [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], set_up
115, [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], create
116, [' setup'], [' test'], [' setup'], [' setup'], [' create'], [' init'], [' init'], [' setup'], [" I don't know"], [" I don't know"], [" I don't know"], [' setup'], [' init'], [' init'], [" I don't know"], [' init'], set_up
117, [' add'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], init
118, [' get_parser'], [' get_parser'], [' get_parser'], [' get_parser'], [' get_parser'], [' get_parser'], [' get_parser'], [' get_parser'], [' get_parser'], [' get_parser'], [' get_parser'], [' get_parser'], [' get_parser'], [' get_parser'], [' get_parser'], [' get_parser'], get_parser
119, [' test'], [' test'], [' test'], [' test'], [' get'], [' get'], [' get'], [' test'], [' test'], [' test'], [' test'], [" I don't know"], [' get'], [' get'], [" Based on the code snippet, I would summarize it with 'test' as it seems to focus on testing the mergeability of a pull request. The key aspects"], [' test'], init
120, [' copyto'], [' copyto'], [' copyto'], [' copyto'], [' write'], [' copyto'], [' copyto'], [' copyto'], [' copyto'], [' copyto'], [' copyto'], [' copyto'], [' write'], [' copyto'], [' copyto'], [' copyto'], copyto
121, [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], init
122, [' get_context_data'], [' print'], [' render'], [' print'], [' get_message'], [' exists'], [' get'], [' get'], [' get_message'], [' print'], [' render'], [' print'], [' get_message'], [' get'], [' get_message'], [' get'], init
0, [' test'], [' test_adfuller'], [' init'], [' init'], [' test'], [' test_adfuller'], [' init'], [' init'], [' test'], [' test_adfuller'], [' init'], [' init'], [' test'], [' test_adfuller'], [' init'], [' init'], init
123, [' init'], [' init\n\nThe given code snippet appears to be initializing a foreign key field on a model by setting up the relationship to the related model. The key aspects are'], [' init'], [' init'], [' add'], [' init'], [' init'], [' init'], [' init'], [" I don't know"], [' init'], [" I don't know"], [" I don't know"], [' init'], [' add_field'], [" I don't know"], init
1, [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], [' init'], init
124, [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], create
2, [' test_healthcheck'], [' test'], [' test_healthcheck'], [' test'], [' test_healthcheck'], [' parse'], [' test_healthcheck'], [' parse'], [' test_healthcheck'], [' test'], [' test_healthcheck'], [' test_healthcheck'], [' test_healthcheck'], [' parse'], [' test_healthcheck'], [' get'], test_healthcheck
125, [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], [' create'], create
3, [' eq'], [' equals'], [' equals'], [' equals'], [' eq'], [' equals'], [' equals'], [' equals'], [' eq'], [' equals'], [' equals'], [' equals'], [' eq'], [' eq'], [' eq'], [' equals'], eq
126, [' write'], [' write'], [' write'], [' write'], [' write'], [' write'], [' write'], [' write'], [' write'], [' write'], [' write'], [' write'], [' write'], [' write'], [' write'], [' write'], test_writecallsloggerwrite
4, [' open'], [' open'], [' open'], [' open'], [' open'], [' open'], [' open'], [' open'], [' open'], [' open'], [' open'], [' open'], [' open'], [' open'], [' open'], [' open'], flopen
127, [' render'], [' render'], [' render'], [' render'], [' render'], [' render'], [' render'], [' render'], [' render'], [' render'], [' render'], [' render'], [' get'], [' render'], [' repr'], [' repr'], repr
