138, remove, append, remove, append, remove, append, None, None, remove, append, None, append, None, append, None, append, test_remove
139, delete, delete, delete, get, delete, get, None, None, delete, delete, None, get, None, get, None, get, delete
140, isfile, isfile, read, isfile, read, isfile, None, None, get, I don't know, None, read, None, read, None, read, is_elf
141, init, test_switchtobodymode, create, init, set_up, setattr, None, None, init, init, None, init, None, get, None, init, init
142, get, get, get, get, get, get, None, None, get, get, None, get, None, get, None, get, get_data
143, get, test, get, get, get, get, None, None, get, get, None, get, None, get, None, get, get
144, rollback, rollback, rollback, rollback, rollback, rollback, None, None, rollback, rollback, None, rollback, None, rollback, None, rollback, exit
145, init, init, init, init, init, init, None, None, init, init, None, init, None, init, None, init, init
146, add, print, add, render, calculate_model_predictions, add, None, None, add, print, None, print, None, calculate_model_predictions, None, add, specific_code_cpp
147, wraptext, wraptextThe given code snippet wraps text to a certain width using textwrap.wrap with customized initial and subsequent indentation. The key aspects are:, wrap, wraptext, wraptext, wraptext, None, None, wraptext, wraptextThe given code snippet appears to be wrapping text by using the textwrap module in Python. The wraptext() function from textwrap is being used to, None, wrap, None, wraptext, None, wraptext, wraptext
148, init, init, init, init, init, init, None, None, init, init, None, init, None, init, None, init, init
149, init, init, init, init, init, init, None, None, init, init, None, init, None, init, None, init, init
150, test, test, get, test, get, get, None, None, get, test, None, test, None, get, None, get, test_get
151, setup, setup, setup, setup, setup, setup, None, None, setup, setup, None, setup, None, setup, None, setup, set_up
152, init, init, init, init, init, init, None, None, init, init, None, init, None, init, None, init, init
153, delete, deleteThe given code snippet appears to be deleting a key from some data structure (likely a hash/dict). The key steps are:-, delete, delete, delete, delete, None, None, delete, delete, None, delete, None, delete, None, delete, delitem
154, test, test, test, test_2017, test_2017, test_2017, None, None, test, test, None, test_holidays, None, test_availablereceivedemptysender, None, test_2017, test_2017
155, getcallargsThe code is implementing functionality similar to inspect.getcallargs to retrieve the arguments passed to a function. It extracts the argument names, getcallargs, getcallargs, getcallargs, getcallargs, getcallargs, None, None, I don't know, getcallargs, None, getcallargs, None, getcallargs, None, getcallargs, getcallargs
156, equals, equals, equals, equals, equals, equals, None, None, equals, equals, None, equals, None, equals, None, equals, equals
157, update, update, update, update, update, update, None, None, update, update, None, update, None, update, None, update, update
158, setattr, print, set, init, set, execute, None, None, setattr, print, None, get, None, execute, None, execute, init
159, parse, Based on the provided code snippet I would summarize it with the word 'parse'.The code appears to be parsing a template file (contents) passed, render, Based on the provided code snippet I think 'init' would be an appropriate one word summary. The code appears to be initializing some template processing handling potential, resolve, resolve, None, None," I would summarize this code snippet as ""render"" or ""parse"" since it seems to be taking in a template and some contents rendering the template with the", I don't know, None," ["" I don't know""]", None," ["" I don't know""]", None, Based on the provided code snippet I don't know the best single word summarization. The code seems to be doing template rendering and handling errors but it, parse
160, init, init, init, init, init, init, None, None, init, init, None, init, None, init, None, init, init
161, get_size, get_size, get_size, get_size, get_size, get_size, None, None, get_size, get_size, None, get_size, None, get_size, None, get_size, get_size
162, override, get, override, override, override, override, None, None, override, get, None, get, None, get, None, override, call
163, create, create, create, create, create, create, None, None, create, create, None, create, None, create, None, create, create
164, parse, parse, parse, parse, parse, parse, None, None, parse, parse, None, parse, None, parse, None, parse, parse
165, init, init, init, init, init, init, None, None, init, init, None, init, None, init, None, init, init
166, add_field, add, add, add, add, add_column, None, None, add, add, None, add, None, add, None, add, forwards
167, register, register, test, test, register, register, None, None, register, register, None, test, None, register, None, register, test_eat
168, init, init, init, init, init, init, None, None, init, init, None, init, None, init, None, init, init
169, decorate, decorate, decorate, decorate, decorate, decorate, None, None, decorate, decorate, None, decorate, None, decorate, None, decorate, contentcmd
170, setup, init, set_up, init, create, create, None, None, test_setupThe given code appears to be setting up test data and objects for some tests. 'test_setup' seems like a good one word, I don't know, None, create, None, create, None, create, set_up
171, predict, get_data, predict, predict, predict, predict, None, None, predict, I don't know, None, get, None, calculate_model_predictions, None, predict, calculate_model_predictions
172, send, send, send, send_message, add, send, None, None, add, send, None, send, None, send_message, None, add, add
173, setattr, test_switchtobodymode, set_up, init, set_up, setattr, None, None, setattr, test_switchtobodymode, None, setattr, None, setattr, None, setattr, init
174, init, init, init, init, init, init, None, None, init, init, None, init, None, init, None, init, init
175, parse, parse, parse, parse, parse, parse, None, None, parse, parse, None, parse, None, parse, None, parse, test_simpletcp
176, colorstr, test_colorstr, colorstr, colorstr, colorstr, colorstr, None, None, colorstr, test_colorstr, None, test_colorstr, None, colorstr, None, colorstr, colorstr
177, test, testThe given code snippet appears to be testing some functionality related to processing keyboard input and asserting expected results. The multiple 'if false' statements suggest these, test, testThe code appears to be testing some keyboard input handling making assertions to check that the correct keys are mapped to the expected data. The multiple ', test, test, None, None, test, testThe code appears to be testing some keyboard input stream and asserting expected values. The multiple 'if false' statements suggest these are unit tests and, None, test, None, test, None, test, test_arrows
178, grant, test_grantmoderator, grant, grantmoderator, grant, grant, None, None, grant, test_grantmoderatorThe code appears to be testing the grant moderator functionality which matches the dictionary word 'test_grantmoderator'., None, grant, None, set, None, grant, test_grantmoderator
179, create, create, create, create, create, create, None, None, create, create, None, create, None, create, None, create, create
180, test_lpmv, test, test_lpmv, test_lpmv, test_lpmv, test_lpmv, None, None, test_lpmv, test_lpmv, None, test_lpmv, None, test_lpmv, None, test_lpmv, test_lpmv
181, init, init, init, init, init, init, None, None, init, init, None, init, None, init, None, init, init
182, get, get, get, get, get, get, None, None, get, get, None, get, None, get, None, get, take_action
183, init, subscribe, subscribe, subscribe, add, subscribe, None, None, init, subscribe, None, create, None, add, None, init, init
184, init, init, init, init, init, init, None, None, init, init, None, init, None, init, None, init, init
185, init, init, init, init, create, init, None, None, init, init, None, init, None, init, None, init, init
186, init, init, init, init, init, init, None, None, init, init, None, init, None, init, None, init, init
187, str, print, get, delete, get, get, None, None, str, print, None, delete, None, get, None, get, unicode
188, drop, drop, drop, drop, drop, drop, None, None, drop, drop, None, drop, None, drop, None, drop, downgrade
189, init, init, init, init, init, init, None, None, init, init, None, init, None, init, None, init, init
190, init, init, init, init, init, init, None, None, init, init, None, init, None, add, None, init, init
191, create, print, create, init, create, spawn, None, None, init, print, None, create, None, spawn, None, init, init
192, setup, setup, setup, setup, setup, setup, None, None, setup, setup, None, setup, None, init, None, setup, set_up
193, test_faker, test_fakerThe given code snippet appears to be testing various functions from the mixer.faker module. It is asserting the outputs of various f, test_faker, test_fakerThe given code appears to be testing various methods of the faker module to generate fake data. The main actions are asserting return values, test_faker, test_faker, None, None, test_faker, test_faker, None, test_faker, None, test_faker, None, test_faker, test_faker
194, init, init, init, init, init, init, None, None, init, init, None, init, None, init, None, init, init
195, create, create, create, create, create, create, None, None, create, create, None, create, None, create, None, create, create
196, init, init, init, init, init, init, None, None, init, init, None, init, None, init, None, init, init
197, get, getThe code snippet appears to be retrieving attributes from the `self` object and returning them. The key aspects are:- Checking `self, get, get, get, get, None, None, get, I don't know, None," ["" I don't know""]", None, get, None, seasonal, seasonal
198, delete, delete, delete, delete, delete, delete, None, None, delete, delete, None, delete, None, delete, None, delete, delete
199, init, init, init, init, init, init, None, None, init, init, None, init, None, init, None, init, init
200, read, read, read, read, read, read, None, None, read, read, None, read, None, read, None, read, read
201, create, The given code snippet appears to be implementing a linspace function which generates evenly spaced values over a given interval. Based on the dictionary words provided I would summarize, linspace\n\nThe code snippet appears to be implementing a linspace function to return evenly spaced values over a given interval. The key aspects that point to lin, linspaceThe code appears to be implementing numpy's linspace function which returns evenly spaced numbers over a specified interval. The key aspects are:, linspace, linspace, None, None, create, Based on the code snippet I would summarize it with the word 'linspace'. The code appears to be implementing numpy's linspace functionality to return evenly spaced values, None, linspace, None, linspace, None, linspace, linspace
202, str, print, str, print, get, get_class_name, None, None, str, print, None, print, None, get, None, get, repr
203, ge, get, get, get, get, get, None, None, ge, get, None, get, None, get, None, get, isnonterminal
204, write, write, write, write, write, write, None, None, write, write, None, write, None, write, None, write, write
205, setup, setupThe code appears to be setting up a chart by initializing some attributes like name regularizer time axis etc. The word 'setup' summarizes, init, init, init, setup, None, None, init, init, None, init, None, init, None, init, init
206, setattr, setattr, set_up, init, set_up, init, None, None, setattr, setattr, None, set_up, None, setattr, None, init, init
207, create, create, create, create, create, create, None, None, create, create, None, create, None, create, None, create, create
208, init, init, init, init, init, init, None, None, init, init, None, init, None, init, None, init, init
209, str, format, str, format, get, format, None, None, str, format, None, format, None, format, None, format, repr
210, mul, test, calculate_model_predictions, init, calculate_model_predictions, return, None, None, I don't know, test, None, test, None, return, None, init, specific_code_cpp
211, init, initThe given code snippet appears to be initializing a class by setting some attributes like x y class_names etc. in the __init__, init, init, train, init, None, None, init, I don't know, None," ["" I don't know""]", None, init, None, Based on the given code snippet I don't have enough context to choose a single word to accurately summarize it. The code appears to be initializing some data structures, init
212, init, init, init, init, init, init, None, None, init, init, None, init, None, set_up, None, init, set_up
213, create, get, create, retrieve, create, session, None, None, create, get, None, get, None, create, None, retrieve, create
214, validate, validate, validate, validate, validate, init, None, None, validate, init, None, validate, None, validate, None, validate, validate
215, setattr, print, set_up, init, set_up, get, None, None, setattr, print, None, set_up, None, get, None, setattr, init
216, test_userargs, get, test, test_userargs, patch, patch, None, None, test, parse, None, test, None, patch, None, patch, test_userargs
217, init, init, init, init, init, init, None, None, init, init, None, init, None, init, None, init, init
218, init, get, init, init, init, get, None, None, init, init, None, init, None, raise, None, init, init
219, get, delete, get, delete, get, delete, None, None, get, delete, None, delete, None, get, None, return, waitables
220, test_sourcemapThe given code appears to be testing the generation of sourcemaps for stylus files. It is monkey patching the stylus compiler settings, test_sourcemap, test, test, compile, setattr, None, None, testThe given code appears to be testing the generation of sourcemaps for stylus files. It is monkey patching some settings compiling a stylus file, test, None, test, None," ["" I don't know""]", None, compile, test_sourcemap
221, setup, setupThe given code snippet appears to be setting up objects users logins events tags and tasks. The key words like 'set, set_up, create, create, create, None, None, I don't know, I don't know, None, set_up, None, create, None, setup, set_up
222, save, save, create, create, save, save, None, None, save, I don't know, None, create, None, save, None, create, set_up
223, test, test, test, test, test, test, None, None, test, test, None, test, None, test, None, test, run
224, stop, stop, stop, stop, stop, stop, None, None, stop, stop, None, stop, None, stop, None, stop, tear_down
225, init, init, create, init, create, create, None, None, init, init, None, create, None, get, None, create, init
226, create, create, create, create, create, create, None, None, create, create, None, create, None, create, None, create, set_up
227, test, test_postclasscleanupwithselectableerrors, test, test, test, test_postclasscleanupwithselectableerrors, None, None, test, test_postclasscleanupwithselectableerrorsThe given code snippet appears to be testing the post-class cleanup method to handle errors related to selectables., None, test_postclasscleanupwithselectableerrors, None, test_postclasscleanupwithselectableerrors, None, Based on the code snippet provided I don't have enough context to choose a single word to accurately summarize it. The code seems to be testing some post-, test_postclasscleanupwithselectableerrors
228, test, test, test, test_setup, parse, test_noheadercallback, None, None, test, test, None, test, None, test, None, test_setup, test_noheadercallback
229, get, get_nir, get, get_nir, get, get_nir, None, None, get, get, None, get, None, get, None, get_nir, get_nir
230, truncateletters, truncateletters, truncateletters, truncateletters, truncateletters, truncateletters, None, None, truncateletters, truncateletters, None, truncateletters, None, truncateletters, None, truncateletters, truncateletters
231, test_riccati_yn, test, test_riccati_yn, test, test_riccati_yn, test_riccati_yn, None, None, test_riccati_yn, test, None, test, None, test_riccati_yn, None, init, test_riccati_yn
